order_id,customer_region,product_id,supplier_id,warehouse_id,order_date,order_quantity,order_value_eur,priority,order_status
ORD-000103,DE-North,PRD-0036,SUP-007,WH-003,2025-06-23,227,8219.67,standard,fulfilled
ORD-000104,DE-North,PRD-0085,SUP-014,WH-007,2025-07-15,210,71385.3,standard,fulfilled
ORD-000105,DE-South,PRD-0177,SUP-015,WH-008,2025-01-14,45,14027.4,expedited,fulfilled
ORD-000106,DE-East,PRD-0101,SUP-020,WH-003,2025-02-26,112,42913.92,standard,fulfilled
ORD-000107,DE-South,PRD-0155,SUP-020,WH-005,2025-10-28,386,67461.22,standard,fulfilled
ORD-000108,DE-Central,PRD-0126,SUP-014,WH-008,2025-02-16,121,6823.19,standard,fulfilled
ORD-000109,DE-North,PRD-0099,SUP-013,WH-003,2025-12-24,105,27361.95,standard,fulfilled
ORD-000110,DE-East,PRD-0106,SUP-008,WH-002,2025-07-08,63,9286.83,standard,fulfilled
ORD-000111,DE-South,PRD-0103,SUP-014,WH-004,2025-07-23,148,1354.2,standard,fulfilled
ORD-000112,DE-North,PRD-0121,SUP-001,WH-005,2025-03-24,86,4240.66,standard,fulfilled
ORD-000113,DE-North,PRD-0113,SUP-008,WH-006,2025-04-02,27,4969.89,expedited,fulfilled
ORD-000114,DE-North,PRD-0114,SUP-017,WH-001,2025-11-03,415,89146.15,standard,fulfilled
ORD-000115,DE-Central,PRD-0050,SUP-006,WH-002,2025-12-07,392,152703.6,standard,fulfilled
ORD-000116,DE-Central,PRD-0031,SUP-002,WH-004,2025-04-20,87,22793.13,standard,fulfilled
ORD-000117,DE-Central,PRD-0018,SUP-015,WH-004,2025-07-30,316,60871.08,standard,fulfilled
ORD-000118,DE-Central,PRD-0174,SUP-019,WH-003,2025-06-20,409,92315.39,expedited,fulfilled
ORD-000119,DE-South,PRD-0131,SUP-023,WH-004,2025-01-07,304,56513.6,standard,fulfilled
ORD-000120,DE-South,PRD-0053,SUP-008,WH-001,2025-06-18,172,66539.92,standard,fulfilled
ORD-000121,DE-North,PRD-0063,SUP-011,WH-004,2025-10-04,350,105444.5,critical,fulfilled
ORD-000122,DE-South,PRD-0050,SUP-006,WH-001,2025-04-15,405,157767.75,standard,fulfilled
ORD-000123,DE-East,PRD-0074,SUP-008,WH-008,2025-11-22,128,44935.68,standard,fulfilled
ORD-000124,DE-South,PRD-0110,SUP-017,WH-002,2025-03-31,257,64676.62,standard,fulfilled
ORD-000125,DE-West,PRD-0002,SUP-001,WH-001,2025-10-29,29,2149.48,critical,fulfilled
ORD-000126,DE-South,PRD-0179,SUP-023,WH-001,2025-11-30,227,59054.05,expedited,fulfilled
ORD-000127,DE-Central,PRD-0117,SUP-024,WH-003,2025-05-11,316,28130.32,critical,fulfilled
ORD-000128,DE-South,PRD-0049,SUP-014,WH-007,2025-10-28,110,38700.2,expedited,fulfilled
ORD-000129,DE-South,PRD-0002,SUP-001,WH-003,2025-09-09,45,3335.4,expedited,fulfilled
ORD-000130,DE-North,PRD-0125,SUP-019,WH-003,2025-04-19,20,1402.4,expedited,fulfilled
ORD-000131,DE-North,PRD-0076,SUP-015,WH-002,2025-07-13,42,17962.98,standard,fulfilled
ORD-000132,DE-North,PRD-0055,SUP-009,WH-001,2025-11-06,99,17960.58,standard,fulfilled
ORD-000133,DE-East,PRD-0026,SUP-024,WH-001,2025-03-13,72,13850.64,expedited,fulfilled
ORD-000134,DE-Central,PRD-0001,SUP-011,WH-006,2025-02-11,126,43681.68,critical,fulfilled
ORD-000135,DE-North,PRD-0128,SUP-020,WH-002,2025-08-28,238,33284.3,critical,fulfilled
ORD-000136,DE-West,PRD-0008,SUP-016,WH-003,2025-05-24,151,9185.33,standard,fulfilled
ORD-000137,DE-North,PRD-0154,SUP-016,WH-002,2025-11-26,486,91863.72,standard,fulfilled
ORD-000138,DE-Central,PRD-0029,SUP-017,WH-002,2025-01-01,322,9305.8,standard,fulfilled
ORD-000139,DE-North,PRD-0102,SUP-014,WH-001,2025-06-11,171,27108.63,expedited,fulfilled
ORD-000140,DE-South,PRD-0129,SUP-007,WH-002,2025-12-28,343,146323.8,expedited,open
ORD-000141,DE-East,PRD-0046,SUP-019,WH-008,2025-07-20,376,141432.4,critical,open
ORD-000142,DE-East,PRD-0073,SUP-008,WH-005,2025-12-25,856,191949.44,standard,fulfilled
ORD-000143,DE-South,PRD-0036,SUP-007,WH-008,2025-12-23,84,3041.64,standard,fulfilled
ORD-000144,DE-South,PRD-0174,SUP-019,WH-003,2025-01-29,262,59136.02,standard,fulfilled
ORD-000145,DE-East,PRD-0062,SUP-004,WH-007,2025-09-08,315,94405.5,critical,fulfilled
ORD-000146,DE-North,PRD-0095,SUP-007,WH-001,2025-03-03,36,15390.0,standard,fulfilled
ORD-000147,DE-Central,PRD-0124,SUP-019,WH-007,2025-02-20,142,31674.52,standard,fulfilled
ORD-000148,DE-North,PRD-0169,SUP-004,WH-002,2025-12-22,1186,233962.22,standard,fulfilled
ORD-000149,DE-Central,PRD-0130,SUP-018,WH-005,2025-03-29,5,553.0,standard,fulfilled
ORD-000150,DE-South,PRD-0134,SUP-018,WH-006,2025-11-07,127,24551.64,standard,open
ORD-000151,DE-South,PRD-0033,SUP-023,WH-007,2025-03-25,52,4924.4,critical,fulfilled
ORD-000152,DE-West,PRD-0169,SUP-004,WH-003,2025-08-11,556,109682.12,standard,fulfilled
ORD-000153,DE-East,PRD-0038,SUP-018,WH-004,2025-05-21,203,15007.79,critical,fulfilled
ORD-000154,DE-Central,PRD-0090,SUP-015,WH-005,2025-10-10,30,1922.7,expedited,fulfilled
ORD-000155,DE-West,PRD-0152,SUP-004,WH-003,2025-05-13,136,6136.32,standard,fulfilled
ORD-000156,DE-North,PRD-0108,SUP-016,WH-008,2025-09-15,239,36734.3,standard,fulfilled
ORD-000157,DE-Central,PRD-0062,SUP-004,WH-002,2025-12-24,17,5094.9,standard,fulfilled
ORD-000158,DE-West,PRD-0115,SUP-015,WH-003,2025-03-31,449,72100.42,standard,fulfilled
ORD-000159,DE-East,PRD-0031,SUP-002,WH-005,2025-05-16,150,39298.5,standard,fulfilled
ORD-000160,DE-East,PRD-0092,SUP-013,WH-001,2025-11-12,162,55629.18,standard,fulfilled
ORD-000161,DE-Central,PRD-0136,SUP-015,WH-003,2025-07-30,259,51691.22,standard,fulfilled
ORD-000162,DE-South,PRD-0113,SUP-008,WH-008,2025-03-24,232,42704.24,standard,fulfilled
ORD-000163,DE-North,PRD-0031,SUP-002,WH-007,2025-12-16,88,23055.12,expedited,fulfilled
ORD-000164,DE-East,PRD-0089,SUP-022,WH-001,2025-12-17,92,24635.76,standard,fulfilled
ORD-000165,DE-Central,PRD-0040,SUP-004,WH-003,2025-05-08,34,4133.72,expedited,fulfilled
ORD-000166,DE-East,PRD-0152,SUP-004,WH-003,2025-04-28,107,4827.84,standard,fulfilled
ORD-000167,DE-East,PRD-0079,SUP-009,WH-004,2025-04-24,255,72251.7,standard,fulfilled
ORD-000168,DE-West,PRD-0013,SUP-001,WH-003,2025-01-21,358,95313.92,expedited,fulfilled
ORD-000169,DE-South,PRD-0025,SUP-013,WH-001,2025-12-16,316,1409.36,standard,fulfilled
ORD-000170,DE-West,PRD-0028,SUP-002,WH-003,2025-11-19,81,27335.07,standard,fulfilled
ORD-000171,DE-East,PRD-0052,SUP-023,WH-003,2025-01-23,224,27469.12,standard,open
ORD-000172,DE-North,PRD-0018,SUP-015,WH-008,2025-05-29,299,57596.37,standard,fulfilled
ORD-000173,DE-East,PRD-0131,SUP-023,WH-007,2025-10-15,870,161733.0,standard,fulfilled
ORD-000174,DE-South,PRD-0057,SUP-004,WH-005,2025-12-29,80,33829.6,standard,fulfilled
ORD-000175,DE-North,PRD-0165,SUP-009,WH-004,2025-11-20,805,171569.65,standard,open
ORD-000176,DE-East,PRD-0072,SUP-021,WH-003,2025-10-03,154,29036.7,standard,fulfilled
ORD-000177,DE-South,PRD-0069,SUP-008,WH-004,2025-10-25,212,9582.4,standard,fulfilled
ORD-000178,DE-South,PRD-0046,SUP-019,WH-004,2025-10-19,419,157606.85,standard,fulfilled
ORD-000179,DE-North,PRD-0063,SUP-011,WH-008,2025-11-27,61,18377.47,expedited,fulfilled
ORD-000180,DE-North,PRD-0034,SUP-022,WH-004,2025-02-12,77,13876.94,expedited,fulfilled
ORD-000181,DE-North,PRD-0123,SUP-016,WH-008,2025-03-25,127,53807.36,standard,fulfilled
ORD-000182,DE-East,PRD-0131,SUP-023,WH-007,2025-03-14,509,94623.1,standard,fulfilled
ORD-000183,DE-South,PRD-0044,SUP-009,WH-002,2025-04-25,154,44347.38,standard,fulfilled
ORD-000184,DE-West,PRD-0086,SUP-009,WH-003,2025-12-14,477,105650.73,standard,fulfilled
ORD-000185,DE-South,PRD-0001,SUP-011,WH-003,2025-12-02,42,14560.56,standard,fulfilled
ORD-000186,DE-South,PRD-0091,SUP-007,WH-006,2025-11-05,90,15549.3,standard,fulfilled
ORD-000187,DE-West,PRD-0149,SUP-007,WH-007,2025-05-01,114,39083.76,critical,fulfilled
ORD-000188,DE-East,PRD-0076,SUP-015,WH-008,2025-08-04,124,53033.56,standard,fulfilled
ORD-000189,DE-South,PRD-0180,SUP-019,WH-002,2025-12-06,127,16009.62,expedited,fulfilled
ORD-000190,DE-North,PRD-0036,SUP-007,WH-005,2025-08-29,182,6590.22,standard,fulfilled
ORD-000191,DE-South,PRD-0175,SUP-001,WH-008,2025-10-11,142,16685.0,expedited,fulfilled
ORD-000192,DE-West,PRD-0159,SUP-011,WH-001,2025-10-14,49,10133.69,expedited,fulfilled
ORD-000193,DE-West,PRD-0070,SUP-005,WH-002,2025-02-23,318,115634.34,expedited,fulfilled
ORD-000194,DE-North,PRD-0052,SUP-023,WH-001,2025-05-04,301,36911.63,standard,fulfilled
ORD-000195,DE-East,PRD-0102,SUP-014,WH-004,2025-12-26,189,29962.17,standard,fulfilled
ORD-000196,DE-Central,PRD-0042,SUP-009,WH-003,2025-12-16,241,55229.97,critical,fulfilled
ORD-000197,DE-East,PRD-0034,SUP-022,WH-006,2025-05-29,932,167965.04,standard,fulfilled
ORD-000198,DE-West,PRD-0037,SUP-003,WH-005,2025-08-21,161,67652.2,standard,fulfilled
ORD-000199,DE-Central,PRD-0114,SUP-017,WH-003,2025-09-07,459,98597.79,standard,fulfilled
ORD-000200,DE-South,PRD-0022,SUP-018,WH-007,2025-12-16,19,6921.32,expedited,fulfilled
ORD-000201,DE-East,PRD-0058,SUP-014,WH-007,2025-06-28,338,17542.2,standard,fulfilled
ORD-000202,DE-South,PRD-0085,SUP-014,WH-002,2025-06-12,319,108437.67,standard,fulfilled
ORD-000203,DE-North,PRD-0009,SUP-018,WH-007,2025-08-31,128,55563.52,expedited,fulfilled
ORD-000204,DE-East,PRD-0108,SUP-016,WH-004,2025-08-08,405,62248.5,standard,fulfilled
ORD-000205,DE-West,PRD-0100,SUP-021,WH-001,2025-10-15,456,122148.72,standard,fulfilled
ORD-000206,DE-North,PRD-0118,SUP-007,WH-003,2025-12-12,286,126211.8,expedited,fulfilled
ORD-000207,DE-West,PRD-0049,SUP-014,WH-007,2025-12-23,47,16535.54,standard,fulfilled
ORD-000208,DE-South,PRD-0079,SUP-009,WH-002,2025-12-25,243,68851.62,standard,open
ORD-000209,DE-North,PRD-0096,SUP-016,WH-003,2025-10-11,297,32672.97,standard,fulfilled
ORD-000210,DE-East,PRD-0023,SUP-008,WH-001,2025-08-04,121,52775.36,standard,fulfilled
ORD-000211,DE-Central,PRD-0058,SUP-014,WH-005,2025-05-16,222,11521.8,standard,fulfilled
ORD-000212,DE-South,PRD-0044,SUP-009,WH-007,2025-07-20,339,97621.83,standard,fulfilled
ORD-000213,DE-South,PRD-0133,SUP-008,WH-003,2025-08-12,74,2610.72,standard,fulfilled
ORD-000214,DE-West,PRD-0024,SUP-013,WH-002,2025-11-18,88,19221.84,standard,fulfilled
ORD-000215,DE-North,PRD-0168,SUP-022,WH-004,2025-06-02,67,7257.44,expedited,fulfilled
ORD-000216,DE-North,PRD-0118,SUP-007,WH-002,2025-02-24,154,67960.2,expedited,fulfilled
ORD-000217,DE-East,PRD-0125,SUP-019,WH-002,2025-03-24,7,490.84,expedited,open
ORD-000218,DE-South,PRD-0134,SUP-018,WH-005,2025-03-04,35,6766.2,standard,fulfilled
ORD-000219,DE-South,PRD-0069,SUP-008,WH-005,2025-09-04,57,2576.4,standard,fulfilled
ORD-000220,DE-West,PRD-0051,SUP-011,WH-005,2025-07-21,155,51518.9,standard,fulfilled
ORD-000221,DE-North,PRD-0099,SUP-013,WH-007,2025-11-27,140,36482.6,standard,fulfilled
ORD-000222,DE-East,PRD-0096,SUP-016,WH-003,2025-06-10,183,20131.83,standard,fulfilled
ORD-000223,DE-North,PRD-0055,SUP-009,WH-004,2025-12-10,112,20319.04,standard,fulfilled
ORD-000224,DE-North,PRD-0031,SUP-002,WH-002,2025-08-20,88,23055.12,standard,fulfilled
ORD-000225,DE-East,PRD-0034,SUP-022,WH-007,2025-09-28,83,14958.26,standard,fulfilled
ORD-000226,DE-North,PRD-0081,SUP-008,WH-008,2025-11-10,172,11228.16,standard,fulfilled
ORD-000227,DE-North,PRD-0013,SUP-001,WH-001,2025-03-13,185,49254.4,expedited,fulfilled
ORD-000228,DE-Central,PRD-0012,SUP-001,WH-002,2025-02-08,827,26538.43,standard,fulfilled
ORD-000229,DE-North,PRD-0172,SUP-017,WH-002,2025-10-23,260,17810.0,critical,fulfilled
ORD-000230,DE-South,PRD-0063,SUP-011,WH-004,2025-12-22,263,79234.01,standard,fulfilled
ORD-000231,DE-South,PRD-0117,SUP-024,WH-003,2025-09-16,86,7655.72,standard,fulfilled
ORD-000232,DE-East,PRD-0109,SUP-011,WH-003,2025-12-18,259,93170.07,standard,fulfilled
ORD-000233,DE-West,PRD-0031,SUP-002,WH-002,2025-01-28,99,25937.01,standard,fulfilled
ORD-000234,DE-North,PRD-0111,SUP-008,WH-002,2025-12-15,137,34440.43,critical,fulfilled
ORD-000235,DE-Central,PRD-0159,SUP-011,WH-007,2025-12-21,115,23783.15,standard,fulfilled
ORD-000236,DE-North,PRD-0177,SUP-015,WH-004,2025-03-29,45,14027.4,standard,fulfilled
ORD-000237,DE-North,PRD-0020,SUP-018,WH-003,2025-12-14,7,623.28,standard,fulfilled
ORD-000238,DE-West,PRD-0135,SUP-006,WH-003,2025-02-21,181,6403.78,standard,fulfilled
ORD-000239,DE-Central,PRD-0133,SUP-008,WH-008,2025-02-27,275,9702.0,expedited,fulfilled
ORD-000240,DE-East,PRD-0053,SUP-008,WH-002,2025-12-14,240,92846.4,critical,fulfilled
ORD-000241,DE-East,PRD-0049,SUP-014,WH-001,2025-10-24,92,32367.44,expedited,fulfilled
ORD-000242,DE-East,PRD-0175,SUP-001,WH-003,2025-11-16,93,10927.5,standard,fulfilled
ORD-000243,DE-South,PRD-0111,SUP-008,WH-006,2025-01-26,189,47512.71,expedited,open
ORD-000244,DE-West,PRD-0150,SUP-015,WH-002,2025-05-29,262,109440.02,expedited,fulfilled
ORD-000245,DE-Central,PRD-0080,SUP-011,WH-003,2025-10-16,87,9413.4,expedited,fulfilled
ORD-000246,DE-East,PRD-0047,SUP-010,WH-007,2025-08-12,1128,68131.2,standard,fulfilled
ORD-000247,DE-Central,PRD-0008,SUP-016,WH-001,2025-08-04,91,5535.53,standard,fulfilled
ORD-000248,DE-Central,PRD-0101,SUP-020,WH-003,2025-01-28,74,28353.84,expedited,fulfilled
ORD-000249,DE-North,PRD-0133,SUP-008,WH-003,2025-10-15,263,9278.64,standard,fulfilled
ORD-000250,DE-East,PRD-0040,SUP-004,WH-002,2025-09-24,57,6930.06,standard,fulfilled
ORD-000251,DE-South,PRD-0140,SUP-022,WH-005,2025-11-10,459,206462.79,standard,fulfilled
ORD-000252,DE-Central,PRD-0180,SUP-019,WH-004,2025-10-29,75,9454.5,standard,fulfilled
ORD-000253,DE-South,PRD-0149,SUP-007,WH-005,2025-12-03,31,10628.04,expedited,fulfilled
ORD-000254,DE-South,PRD-0129,SUP-007,WH-004,2025-09-26,52,22183.2,standard,fulfilled
ORD-000255,DE-West,PRD-0101,SUP-020,WH-002,2025-11-27,125,47895.0,standard,fulfilled
ORD-000256,DE-South,PRD-0159,SUP-011,WH-007,2025-02-04,91,18819.71,standard,fulfilled
ORD-000257,DE-West,PRD-0099,SUP-013,WH-007,2025-02-02,69,17980.71,standard,fulfilled
ORD-000258,DE-South,PRD-0097,SUP-012,WH-003,2025-11-23,459,144956.79,standard,fulfilled
ORD-000259,DE-Central,PRD-0007,SUP-003,WH-002,2025-04-15,40,13212.0,expedited,fulfilled
ORD-000260,DE-North,PRD-0054,SUP-008,WH-008,2025-09-14,326,45565.02,expedited,fulfilled
ORD-000261,DE-Central,PRD-0077,SUP-018,WH-002,2025-06-19,440,164714.0,critical,open
